Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,736.49
"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,646.73
"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,739.38
"MSI GF65 Thin 10UE-274XES Intel Core i5-10500H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,806.49
"MSI GF65 Thin 9SD-072XES Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,806.28
"MSI GF75 Thin 10SER-427XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,17.3,No,998.69
"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,877.09
"MSI GL65 9SEK-210XES Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,GL65,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,885.84
"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,GTX 1660,15.6,No,1043.94
"MSI GL65 Leopard 10SFR-483XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,861.99
"MSI GL65 Leopard 10SFSK-280XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,901.09
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,937.48
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1073.34
"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1007.59
"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,958.04
"MSI GP65 Leopard 10SDK-817XES Intel Core i7-10870H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,1182.53
"MSI GP66 Leopard 10UE-226XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1086.64
"MSI GP66 Leopard 10UE-484XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1022.79
"MSI GP66 Leopard 11UG-089XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1949
"MSI GP75 Leopard 9SF-1037XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,1092.48
"MSI GP76 Leopard 10UG-066XES Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1283.54
"MSI GP76 Leopard 11UG-238ES Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1979
"MSI GP76 Leopard 11UG-239XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999
"MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,1430.18
"MSI GS66 Stealth 10UE-260ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1659.24
"MSI GS66 Stealth 10UG-480ES Intel Core i9-10980HK/64GB/2TB SSD/RTX 3070/15.6""",Refurbished,MSI,Stealth,Intel Core i9,64,2000,SSD,RTX 3070,15.6,No,2679.88
"MSI GS66 Stealth 11UH-072ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,2256.03
"MSI GS75 Stealth 10SE-816XES Intel Core i7-10875H/32GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 2060,17.3,No,1196.48
"MSI GS75 Stealth 9SG-267ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,2000,SSD,RTX 2080,17.3,No,2067.84
"MSI GT76 Titan DT 10SFS-209ES Intel Core i7-10700K/32GB/1TB+1TB SSD/RTX 2070 SUPER/17.3""",Refurbished,MSI,Titan,Intel Core i7,32,1000,SSD,RTX 2070,17.3,No,1721.09
"MSI GT76 Titan DT 9SG-026ES Intel Core i7-9750H/64GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Titan,Intel Core i7,64,2000,SSD,RTX 2080,17.3,No,2373.14
"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,916.94
"MSI Katana GF66 11UE-066ES Intel Core i7-11800H/16 GB/1 TB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1699
"MSI Katana GF66 11UE-667XES Intel Core i7-11800H/8GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,8,512,SSD,RTX 3060,15.6,No,1469
"MSI Katana GF66 11UG-072XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1071.44
"MSI Katana GF66 12UE-090ES Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1749
"MSI Katana GF66 12UE-091XES Intel Core i7-12700H/16GB/512GB SSD/RTX3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1499
"MSI Katana GF76 12UE-058XES Intel Core i7-12700H/16 GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1549
"MSI Modern 14 A10RAS-1049XES Intel Core I7-10510U/32GB/1TB SSD/MX330/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 330,14,No,840.84
"MSI Modern 14 A10RAS-870XES Intel Core I7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 330,14,No,899.99
"MSI Modern 14 B11SB-008ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 450,14,No,1449
"MSI Modern 14 B11SB-009XES Intel Core i7-1165G7/16GB/512GB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,MX 450,14,No,676.79
"MSI Modern 14 B11SB-420XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,14,No,997.74
"MSI Modern 15 A11SB-011ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 450,15.6,No,712.99
"MSI Modern 15 A11SB-858XES Intel Core i7-1195G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,15.6,No,1399
"MSI Modern 15 A11SBU-620XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,15.6,No,1123.29
"MSI P65 Creator 8SF-240ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2070/15.6""",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1764.19
"MSI Prestige 14 A11SCS-038ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650Ti/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14,No,1124.79
"MSI Prestige 14 A11SCX-002ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14,No,1599
"MSI Prestige 14 A11SCX-432ES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,14,No,843.14
"MSI Prestige 14 A12SC-069XES Intel Core i7-1280P/16GB/512GB SSD/GTX1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,14,No,1349
"MSI Prestige 14 A12UC-065XES Intel Core i7-1280P/16GB/1TB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,14,No,1499
"MSI Prestige 15 A10SC-044XES Intel Core i7-10710U/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,789.19
"MSI Prestige 15 A10SC-060XES Intel Core i7-10710U/16GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,15.6,No,1022.39
"MSI Prestige 15 A10SC-293XES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1014.54
"MSI Prestige 15 A11SCS-032XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1014.19
"MSI Prestige 15 A11SCX-019XES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,1529
"MSI Prestige 15 A11SCX-409XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1040.54
"MSI Prestige 15 A11UC-096XES Intel Core i7-1195G7/32GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1599
"MSI Pulse GL66 11UEK-061XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599
"MSI Pulse GL66 12UEK-085ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1799
"MSI Pulse GL66 12UGK-084XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,1899
"MSI Pulse GL66 12UGSZOK-1204XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2099
"MSI Pulse GL76 11UEK-038XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1138.23
"MSI Pulse GL76 11UEK-055XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1334.69
"MSI Pulse GL76 12UEK-057XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1699
"MSI Pulse GL76 12UEK-093ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1899
"MSI Pulse GL76 12UGK-095XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999
"MSI Pulse GL76 12UGK-242ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2199
"MSI Raider GE66 12UE-822XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,2099
"MSI Raider GE66 12UGS-006ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2799
"MSI Raider GE66 Deluxe Edition 12UH-482ES Intel Core i9-12900HK/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,3399
"MSI Raider GE67HX 12UGS-024ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2999
"MSI Raider GE76 12UGS-005XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2749
"MSI Raider GE76 12UHS-612ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3699
"MSI Raider GE76 Deluxe Edition 12UGS-279ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3070,17.3,No,3799
"MSI Raider GE76 Deluxe Edition 12UHS-053ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3080,17.3,No,4699
"MSI Raider GE77HX 12UGS-019ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3799
"MSI Raider GE77HX 12UGS-020ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3070,17.3,No,3599
"MSI Raider GE77HX 12UHS-018ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3080,17.3,No,4499
"MSI Stealth 15M A11SDK-056XES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1660 Ti/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,1000,SSD,GTX 1660,15.6,No,825.64
"MSI Stealth 15M A11SEK-055XES Intel Core i7-1185G7/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 2060,15.6,No,921.04
MSI Stealth 15M B12UE-023XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3060/15.6'',Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1749
"MSI Stealth 17M A12UE-018XES Intel Core i7-1280P/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1749
"MSI Stealth GS66 12UH-019ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3199
"MSI Stealth GS66 12UHS-006ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3699
"MSI Stealth GS77 12UH-088ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3249
"MSI Summit E14 A11SCST-486ES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650 Ti/14"" Táctil",Refurbished,MSI,Summit,Intel Core i7,32,1000,SSD,GTX 1650,14,Yes,1582.84
"MSI Summit E15 A11SCST-448ES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650 Ti/15.6"" Táctil",Refurbished,MSI,Summit,Intel Core i7,32,1000,SSD,GTX 1650,15.6,Yes,1320.09
"MSI Titan GT77 12UGS-022ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3070Ti/17.3"" + Bundle Gaming",Refurbished,MSI,Titan,Intel Core i9,64,2000,SSD,RTX 3070,17.3,No,4299
"MSI Titan GT77 12UHS-021ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3080Ti/17.3"" + Bundle Gaming",Refurbished,MSI,Titan,Intel Core i9,64,2000,SSD,RTX 3080,17.3,No,4999
"MSI Vector GP66 12UGS-249ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2499
"MSI Vector GP76 12UGS-605XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Vector,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2299
"MSI Vector GP76 12UGS-632XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Vector,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,2599
"MSI Vector GP76 12UH-603ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,2899
"PcCom Revolt 4060 Intel Core i7-13700H/32GB/500GB SSD/RTX 4060/15.6""",New,PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 4060,15.6,No,1799.9
PcCom Revolt 4060 Intel Core i7-13700H/32GB/500GB SSD/RTX 4060/15.6” + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 4060,15.6,No,1949.9
"PcCom Revolt One 3050 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,PcCom,Revolt,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1049
"PcCom Revolt One 3060 Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1449
"PcCom Revolt One 3070 Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1949
"Portátil Gaming Gigabyte Aero 15X V8 Intel Core i7-8750/16GB/512GB SSD/GTX1070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,SSD,GTX 1070,15.6,No,1048.99
"Razer Blade 15 Advanced Model FHD Intel Core i7-10875H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,1848.14
"Razer Blade 15 Advanced Model FHD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2899.99
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/15.6"" + Razer Soporte para Portátil hasta 15"" Negro",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2866.57
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,2499.98
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2899.99
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/32 GB/1TB SSD/RTX 3080/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3299.99
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3399.99
"Razer Blade 15 Base Model FHD Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1232.74
"Razer Blade 15 Base Model FHD Intel Core i7-10750H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1583.39
"Razer Blade 17 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3080,17.3,No,4699.99
"Razer Blade 17 FHD 360Hz Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,2699.99
"Razer Blade 17 FHD 360Hz Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2899.99
"Razer Blade 17 FHD 360Hz Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3399.99
"Razer Book 13 Intel Evo Core i7-1165G7/16GB/1TB SSD/13.4"" Táctil",Refurbished,Razer,Book,Intel Evo Core i7,16,1000,SSD,RTX 3080,13.4,Yes,1899.99
"Razer Book FHD+ Intel Evo Core i7-1165G7/16GB/256GB SSD/13.4"" Táctil",Refurbished,Razer,Book,Intel Evo Core i7,16,256,SSD,RTX 3080,13.4,Yes,1699.99
"MSI Pulse GL66 12UEK-085ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1799
"MSI Pulse GL66 12UGK-084XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,1899
"MSI Pulse GL66 12UGSZOK-1204XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2099
"MSI Pulse GL76 11UEK-038XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1138.23
"MSI Pulse GL76 11UEK-055XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1334.69
"MSI Pulse GL76 12UEK-057XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1699
"MSI Pulse GL76 12UEK-093ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1899
"MSI Pulse GL76 12UGK-095XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999
"MSI Pulse GL76 12UGK-242ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2199
"MSI Raider GE66 12UE-822XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,2099
"MSI Raider GE66 12UGS-006ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2799
"MSI Raider GE66 Deluxe Edition 12UH-482ES Intel Core i9-12900HK/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,3399
"MSI Raider GE67HX 12UGS-024ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2999
"MSI Raider GE76 12UGS-005XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2749
"MSI Raider GE76 12UHS-612ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3699
"MSI Raider GE76 Deluxe Edition 12UGS-279ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3070,17.3,No,3799
"MSI Raider GE76 Deluxe Edition 12UHS-053ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,SSD,RTX 3080,17.3,No,4699
"MSI Raider GE77HX 12UGS-019ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3799
